index,text,label
2108,35257,"the only way we would know if the dnc was actually hacked by russians (which it wasn't) is if the fbi had access to the dnc servers...which the dnc denied access to. 

let's just ignore the content of the emails tho...

#hisnamewassethrich 

https://t.co/x6vk7loy0s",general
946,32961,"As u sow, so shall u reap, #Pakistan becomes #3rd worst country for international  travel, we have to change our fogein policy &amp; diplomatic approach.",general_travel
1017,26226,@lauraaamca @fIame that’s me when i feel like am having a trip after standing up https://t.co/soJuLdd7Zu,general_travel
340,30109,"@yoongis341 @findingjoonie @ohvtae Yes, this part I can confirm. If you're going by bus or car it can take up to 2 hrs (my last trip to SG took me 1 hr) as you havebto go thru 2 immi stops ðŸ˜“ that's why I wanna try by train this time ðŸ˜‚",travel
2097,20932,@theyeezymafia are these not reflective like the mauve and waverunners? :/,general
649,28363,"ICYMI: @SURamsHoops opened up the second half with a 17-6 run to break away from Concord and upset the Mountain Lions last night. The Rams are now 4-3 in conf. play, and will cap off a four-game road trip tomorrow at UVA-Wise (5-7, 3-4) at 4 p.m. | #MECMBB https://t.co/Sbxe0gBdfn",general_travel
2116,789,@mendes_styles18 😂😂😂you can brag about her if you want in my dms i don’t mind x,general
987,8683,"@guidethisway Why do I feel like I'm being set up with this question? But yes. It gives me an excuse to go fishing, to travel, and to hit someone in the face with a dead fish.",general_travel
365,11740,@JerryFalwellJr @LibertyU  Hi! What is the likelihood that we will not have class on Monday? Just trying to plan travel. Thanks! https://t.co/L9K1UF5CRe,travel
2181,6348,"msm earlier today: ""sotu still not on. pelosi is a strong wahmen and won't let evil small penis trump speak. huzzah!""

msm now: ""brave wahmen pelosi shames small handed orange baby trump by inviting him to give the sotu.""

these people are really getting transparent.",general
1179,12689,@EsseHunter I have been to the Hong Kong Golf club but not played. I love Hong Kong. Regular stop for me. Two things you must do. 1. Have dinner at French Restaurant called Le Bistro Winebeast which is my favourite and 2. Go over to Macau on ferry for day,general_travel
475,36989,"All being well, over the weekend I’m finally to going to book my trip to Portugal. A few days in Porto, a brief sojourn in Braga, followed by a handful of days in Lisbon. I will very much be available for natas and do feel free to offer me sofas to stay on. ✌️",travel
2398,19247,".@amyklobuchar what is it going to take to get you to finally support cu/ni mining in ne mn? we need the jobs to survive, the state needs the revenue stream for infrastructure &amp; schools plus it can be done in an environmentally safe manner. did we miss something? @unitedminingal",general
2405,30114,"i have no idea what pres. trump actually believes about the bible, but teaching the bible in public schools from a literary or historical perspective seems clearly appropriate considering the bible’s incalculable influence on western culture.",general
83,5260,"Standing at St Pancras, about to go on my last “EU member trip. What have we done? Very sad. https://t.co/HVNBDkPAps",travel
1953,2370,"i’m robbing the next nigga who asks me to come over, teach y’all a lesson bout strangers",general
1830,3421,"i wonder what freud would say about dreaming you sharted, then waking up in a panic to check if you actually had?",general
537,24326,"@iQ_S4R4 @MarisePayne @dfat @AusAmbBKK @pr_moj Exactly the reason I travel on my EU passport when I go abroad.  I don’t trust this useless, self interested government to help me if I have trouble overseas.  Marise couldn’t organise a root in a brothel.",travel
374,38919,"@Livio206 @hollowdadon Oh word. I’ll be makin the trip from Boston, you know I hadda slide thru n see my guys!",travel
418,4329,"@OurTravelPlace @MonkeysVentures @KaraDiDomizio @MattsRoadTrip @CindyBokma @jflorez Yup!  We only have 4 days there, so we know it’ll be a busy trip!  LOL",travel
2458,3333,"@williamhenryson tbf, nothing wrong with going to the pub*.   

*when permission is granted",general
1153,10495,"@BTS_twt Have a safe trip. We love you, our #GoldenMaknaeðŸ’œðŸ’œðŸ’œðŸ’œðŸ’œ https://t.co/rNHhwSJJnl",general_travel
636,22765,"IT'S BACK &amp; TICKETS AVAILABLE!!

We still have tickets available so don't miss out on our first trip of 2019 to the ever popular Strictly Come Dancing Live Tour!!... https://t.co/9ldZTmRUlR",general_travel
553,4209,@sriramk Just don't call it offsite rather plan for a leisurely trip somewhere with flexible spaces in the schedule to discuss about the most resonating themes with the team. The outcomes will be surprising.,travel
2069,23692,"oh! kihyun covered part of youngblood on the live, there i told you 😁 https://t.co/fcnyb0qx6l",general
146,43121,@desautumn819 It’s still a little up in the air but me and my best friend have been wanting to do a grad trip for awhile and she’s just now graduating in the spring so we can finally do it,travel
144,10490,@annamcnally Kitchen *and* travel envy! I would love to go back to Japan...,travel
1863,27547,"she’s right. it isn’t trump’s wall. it’s our wall! 

america’s wall

build the wall 

crime will fall https://t.co/9ozsn6p3vz",general
2311,15931,"tom brokaw does not need to apologize for speaking truth. illegal aliens come into this country and many don’t even attempt to adapt to our culture and learn english. they come here to leech of the biggest welfare state in the world.

it’s how we lose the country &amp; it’s wrong.",general
1852,16267,"learning that fractions are parts of a whole with one of my favorite math games by lucy west, action fractions! 😊 @thesmsd @sunflowersmsd https://t.co/knhbdhn1de",general
1774,13870,"@seerofhope i will admit, it threw me off at first with the 3v3 set up and fixed move set, but i enjoy the more teamwork oriented direction they chose. however, i find it makes for poor pvp with randoms at times. duodecim is a far superior game",general
1821,14982,"hardik pandya provides balance to team: virat kohli  - ani news  

to get latest news updates from across the globe. download #publicvibe (formerly #newsdistill) from playstore or appstore https://t.co/ftj1cftxd7 https://t.co/5k6ulrivb2",general
2494,32128,@allicat1214 must be a real pressure cooker! we trust this guy? 😂😂😂,general
2176,21877,stop letting social media control your minds put the phone down for like 5 hours and just forget about it...,general
2095,11475,11 episodes done in one night huh i can barely open my eyes i really should go to sleep now,general
71,28114,Djjsbabfbf jenelle and I are gonna road trip up to SJ to see @LTMusical I hate us,travel
522,23672,"The hardest part of travelling is saying goodbye, especially to this handsome man. But he'll be living it up in Virginia until I get back in 6 months. 

#travel #DogsAreBetterThanPeople #GSD https://t.co/0Qsb4xzfB3",travel
497,4534,@Di7aWulandari Oh i haven't planned any trip yet for this year but i'll do soon.. Are u going to bkk for jj?,travel
52,42751,If you think Iâ€™m going to travel all the way to Reading just to re-watch Shawshank Redemption then you are absolutely right,travel
301,7481,"I wanna travel the world in the near future, thatâ€™s gonna be a goal of mine ðŸ™ðŸ¼",travel
1066,37409,"@felixbudihardja Hi There, sorry but kindly explain further . We will assist and advise accordingly on your issue. As we advice previously you'll have to refer directly to the Travel Agency where you made the booking for assistance. Thank you. -Prabu",general_travel
394,15458,on sunday i’m gonna make my first trip on plane aLONE and i’m so nervous 🤧,travel
773,29316,"✈️❤️Thanks @philippabloom of We Are Twinset - hope the pack is enjoyed (&amp; helps!) love seeing little faces light up when they see our packs 
⠀ ⠀⠀⠀⠀ 
⠀⠀⠀⠀
✈️ Traveling with kids? Visit us for the ULTIMATE kids travel... https://t.co/PRyD3c6A6i",general_travel
2439,750,"🚨 we're giving away ✌️ tickets to the 2019 ingles #soconhoops 🏀championships saturday &amp; sunday sessions (with vip access) and a complimentary room for ✌️ nights at the crowne plaza!! simply retweet and follow to be entered to win! 

winner to be selected wednesday afternoon 🚨",general
909,16609,"@AbandonLoyalty @BladeOfStone ""I'll take first watch. You two deserve a rest at least.  You've been travelling most of a the day anyway. Have a kip. I'll keep an eye out.""

She paused, taking a sword and strapping it to her belt.

Her cloak wrapped around her, hood up too.

""Who should go next?""",general_travel
2121,27286,pelosi is the new whore of washington returning it to it's corrupt practices. the shut down eventually had to end. people were about to lose their houses. we are still going to fight for the wall though. call your congressmen in both parties. let the government be we the people! https://t.co/wnxzwxjwks,general
2495,23995,@tenniscanada @geniebouchard genie has a great start to this season. if she can improve a little bit when serving just think where she could take her game again!,general
1037,5669,@TheHoopCentral MJ didn’t travel with his footwork like harden does,general_travel
959,34482,"@whitehorsebooks @kasmaty @amberleybooks LOL Oh well - one is better than none. :-) I don't exactly pass #Marlborough it not being on the Thamesdown 1A bus route, so I shall have to speak nicely to @kasmaty or someone for a return trip. I'll bring the press! Okay - my iPhone!",general_travel
661,7458,"Do you have a preferred airline? Click to see which #airline has been tagged with the ""most excellent"" title for 2019! #travel https://t.co/rm7awu7joJ",general_travel
2229,25925,operation daddy fortnite is a go. units are getting in position momentarily,general
299,2236,"@VigoRunners Oh you cheeky buggers you have enticed me back to the Vigo Tough Love 10!

Fellow Twitter runners: join me in my favourite race, the best 10 miles around, see you in Vigo! (it must be good I’ll be doing a 900 mile round trip for it).
https://t.co/2Ieipkj2BE",travel
1094,13633,"We always complain about the kind of stuff that irritates us to see on social media, but what DO you like to see?

I love anything motivational, travel pics/blogs, books, and curly hair.

How about you?😁",general_travel
916,21486,"@DUCKmagstoke @abharsair I'm sure we could set up against local opposition at least a few times a season. All clubs could do local games, ours being Stafford, Newcastle, Macclesfield etc. All parts of the country have a chance to do that without too much travel?",general_travel
2152,30791,@shann0nkidrauhl @jackmuirheadd feel more sorry for you bro,general
1858,9874,apple so hell for that ft update,general
1140,13606,"GAMEDAY!!! Saturday special! Tigers travel to East Ridge. 11:00, 12:30, 2:00. Love the journey! 13! 🏀🐾#ItsGoTime #Thirtysix #racehorses",general_travel
473,12811,"Planning a food trip? you'll love #Galicia, it's Seafood &amp; Wine Heaven... https://t.co/KQGBES5zUK #foodie #cooking #tour #travel #Spain https://t.co/UQGBYHI4lo",travel
2386,12926,"i know @abcnews work really hard on ""balance"", sometimes even going too far and applying balance to issues that don't need it, but, you have to admire how scrupulous they are in applying that balance in many cases. 

which is why i find this story really puzzling...",general
699,16418,"Dont ever buy delsey bags, i bought this bag from a retailer in Dubai UAE and from the first travel the wheels got damaged. No trust in this brand i want a refund and no excuses. They are claiming they will exchange but this is not a brand to trust. @delseyofficial @DelseyUSA https://t.co/ontq4kGW6x",general_travel
693,12469,Nothing says luxurious like gold foil. 🌴🌞 Click on each photo to see a close up of each element—showing how we used raised varnish and foil to add texture to Advance Travel and Tourism’s thank you card. #printshop #goldfoil #printtechnology #spotUV #raisedvarnish #graphicdesign https://t.co/w51V4sAPB4,general_travel
489,3162,"@slap_herbishop Boss, hectic times.

Prices had already gone up to crazy amounts.

This will trigger another wave of increases.

Postive externality: I don't go anywhere I don't need to now. I still have fuel from my trip back from Malawi a week ago! Lol",travel
835,18770,like she couldâ€™ve chosen to go ANYWHERE ELSE first on her backpacking trip but she chose tokyo at the same time as harry....... fate,general_travel
283,32934,"@bens4lsu @ArielDumas Holiday Inn! If we had to travel, it was strictly Motel 6/Super 8. Family friends would only stay at Holiday Inn &amp; my mom reacted EVERY TIME like they had a caviar line in their travel budget.",travel
2432,20653,imagine having so much money you could just hire a team of people to simultaneously tell you you could win the presidency while also sheltering you completely from the fact that literally everyone is telling you you can’t and that running is a terrible idea.,general
1985,225,what are the odds i sat in this one person's seat,general
2345,5903,"red dead online | ravage eastwood | outlaw 1 https://t.co/9cdrpnicbq via @youtube
i wana be a cowboy baby",general
2367,10712,"there is a whole genre of youtube videos for chiropractic techniques/asmr, and the comments on ones with attractive women in them are definitely a breed apart https://t.co/abe9rylf7t",general
740,30498,bitches love to say they love to travel but only go to the beach,general_travel
579,26688,"Both me and my Bestfriend moved out to two different states at 18 and been on two different coasts since and still haven’t missed a beat . We deserve a trip this year , we’ll be 21 and I miss this girl too much 😩",travel
2496,2244,"i guess my mood was ruined a bit by what happened earlier, but i think we can all just move on now. good night friends.",general
2259,5477,@congema @zilmanjames @shanelaing @williamlegate does this mean that japanese or native british will not make efforts to raise the birthrate?,general
404,9397,So I’m planning a two week trip to Japan and South Korea in April with my friends. If I don’t run into at least all my idols I will be BiG UpSeT 😂,travel
2300,32486,hey @youtube why the hell am i not getting a single video recommended from any of the channels i actually follow!? just a bunch of random “live” people i’ve never heard of?,general
2471,34704,the disrespect,general
436,38573,"We are going on a road trip to Haley Idaho at the end of June.  Planning to stop at Glacier National and Yellowstone Parks. I know that many of you have been there any and all suggestions of What to do, Where to go, How long to ae welcomed and will be very much appreciated.",travel
437,23570,Shared a plane today with #WJDPanama2019 pilgrims from Germany from going to @aeropuertoMAD. Hope they have a safe trip.,travel
2197,7290,as if i give a fuqqqq 🤷🏼‍♀️,general
444,20741,i’m so excited to travel this year i think i’m gonna pee myself,travel
73,28253,Tried to capture the spirit of our trip in a minute! With much love! I’m grateful for everyone who made this possible. Special shout out for Chinell Darling who was our Disney booking expert! https://t.co/bw6FWLTudi,travel
2194,4940,"@calimay82 me neither. it just bothers me. i think they did it with trump last year, and they did it with obama too. it’s creepy. we shouldn’t be inserting presidents into everything like they’re royalty. we’re supposed to be a republic.",general
2356,2917,@kmarieholland yum on 2/3! in-n-out all the way! 😉,general
895,17839,@SunitaDSouza_ Shit you have to so when cool people are forever travelling to cool places (hint hint),general_travel
851,14730,@mtanwani @VicWarehouse We will be starting an early bird sale in the next few days please keep a look out for announcements. The only way you could have booked these tickets in advance is if you purchase a ICC Cricket World Cup Travel Programme via Bharat Army Travel. #COTI 🇮🇳,general_travel
667,31232,"@BrandonxxEvans Brandon, what is the capacity of each trip for the Red Line? At first glance I like the idea of taking it to BR for a game, but I would be afraid a return trip could have a pretty long wait",general_travel
2255,32734,tattoo fever like a mf,general
640,6978,"#DeltaGreen cover story: Time travel would require infinite mass and energy, is clearly not possible, and certainly did not just happen thanks to a faulty Yithian artifact. https://t.co/DQWnn5ZIdd https://t.co/4gID21jtZt",general_travel
355,36228,@sefirot314 YES!!! I'll be there for most of my trip!,travel
508,39961,my girlfriend and i just booked a hotel in Paris. i never thought I'd actually take a trip to Paris with someone I love. I'm crying happy tears,travel
330,33229,"@Realrclark25 You said 100% pats lose to chiefs.  after watching the beatdown of the chargers, still think the same?  Gonna blame travel for 2 weeks and time difference for hampering the bolts or were the pats that much better?",travel
2031,44624,@jcbackfire minus the spartan abilities,general
292,9635,"I know you have the “sample pack” on your website, but I ordered that forever ago when I was trying things out, and I’d need like 5/6 of them. So yeah, I’d be totally interested in a “travel pack” of the small packs. 😁",travel
248,39895,"@awsten @werejustdreamin @waterparks @underscoregeoff @JawnRocha Hey I wanna go, and I have no money either so if your willing to pay for a round trip from the UK then that would be cool",travel
931,16126,Kinda debating going off this tweet and making a thread of some tips to travel alone tbh. I feel like I learned a good amount when I went solo https://t.co/TDhemaIbRv,general_travel
2195,1173,the biggest l you can take is losing someone who is down for you and would do everything they can in the world for you.,general
1119,42615,Over the next week Iâ€™m going to post pictures from a motorbike trip I did in California. Youâ€™ll be able to see all the posts in order at this link: https://t.co/hzazvNL3oo https://t.co/tTpz3Y1vbe,general_travel
313,12535,@bcblawgroup Glad to have you along for the trip Bruce. Safe travels!  -C,travel
2490,32188,when your #beard gets caught in your #guitar just before bed ... https://t.co/9v6kqhkbeg,general
891,22020,@untamed_Lemonz Okay will do when I trip Spintex 😊,general_travel
338,32748,"Sometimes, I like to be alone. I enjoy the freedom and solitude. In those moments, I remember who I am and what I want.✨
.
.
.
.
#travel #travelgram #travelphotography #roadtothedream… https://t.co/YOJpKsrPIa",travel
1769,8709,@rridley11 @trump45maga2016 @susaniverach confused prosecutors??? i am no lawyer but this fuking case is a slam dunk. she admitted to her crimes and her only regret was that she didn’t kill anyone!! what am i missing here? trudeau has intervened?,general
1894,6576,"#hatoftheday #bluemonday today i’m going with the non-controversial rr express, in memory of the great @roundrocktim . have a great night friends! https://t.co/6ypwxdgveq",general
2127,33109,"what do you want to see, hear, or learn on social media from cte? leave us a comment or send us a dm. we would love to hear from you!",general
105,13824,@ndnqueenbee i swear Iâ€™ll turn a friends trip into a family and friends trip quick af,travel
293,14290,"@CorsicanPlaces @TanSuoTravel @dipyourtoesin @LadiesWhat @audleytravel
Happy New Year! Today on #Travchat we're joined again by co-host @lethers and we'll be taking a look at your travel plans for 2019. Join us at 10-30 GMT and be part of the friendliest",travel
1760,32845,some people just have to learn the hard way.,general
1007,11288,"As well as being well connected to Central London, we are located in the heart of South-West London, which has a huge range of activities 🏙️🎭🎫

We have a blog that lists a selection of easy-to-reach activities and places, check it out here: https://t.co/vgU40zOyxJ 💚",general_travel
479,1178,"@HTC_ShelbyC @TexansCheer @HoustonTexans @HTC_AmandaW @HTC_TorreyB I’ll need to make a road trip down to check out old home and catch all you girls at a game, 👍🏻👍🏻😎",travel
193,40864,@davidjsmith1232 Hi David 1st of all thanks for all Jazz info u put here. I `d like to ask a question. I am trying to plan a trip for Utah to see Jazz games for 1st time. Never been there. Is end of March good timing to do more activities like visit Zion Park or still snow alot?,travel
901,19088,"@queer_i_am @Karnythia You want a fun time? Read a mushroom field guide. It's a trip. Everything delicious looks like something that'll kill you, some of them won't hurt you but are merely disgusting, and a startling number are of ""unknown edibility"" beca",general_travel
328,19666,@RailMinIndia @RailwayNorthern need your support if possible my Aunty is not well will travel along with her Daughter but unfortunately both the birth was allotted as upper birth is it possible to allot one lower birth in a same Coach. Confirmed PNR PNR:2356287428 on 16/01/19,travel
1043,13595,"@maxberger This sounds false. I participated in a birthright trip as an Israeli soldier, we absolutely did not do things like this. On the contrary, as a liberal person I insisted on presenting both sides of the conflict (while being on uniform!).",general_travel
1975,42393,school takes me from 0 to suicidal in 2.5 seconds,general
67,3423,someday i will travel with my love one's 😍,travel
2410,37121,i just unlocked a new badge! #tvtime https://t.co/5ulyqn45l6 https://t.co/wr2jxb2aml,general
182,11835,anyone wanna go on a road trip to connecticut it’s like 3 hours away and i’ve never been but i wanna go to every state ???,travel
2232,9705,"u.s. recorded #music revenues by format. #dataviz

even music is going the way of paid subscriptions.

https://t.co/opoujh4cse https://t.co/ybckeexs1z",general
74,37110,"ok but for my video should i do a full montage of the trip first or keep it like this and have mini montages as the video goes. 

PLZ REPLY SOS https://t.co/DW3mlrbhcR",travel
670,21101,After nearly 7 years and over 400 #blogposts my journey in #SecondLife is over! Please read my last story here:  https://t.co/xYvuyhtYMA Thanks to all who were part of my trip!  I'll miss each and every one of you!  Open roads and kind fires! https://t.co/98zExIb7Na 9,general_travel
467,17224,"More reasons to stay away from travelling to Australia. Snakes and fleas 😂. Jk, I will come to Australia any day if I got the chance... https://t.co/AwOY9SwwtT",travel
933,20262,keeping my ear to the ground to pick up buzz. he's a little bumble bee who likes to ride around in my ear like it is his little car. very cute. its a deadly bargain but i love to travel.,general_travel
2332,15286,@edkrassen and you'll be fine when you come back to the real world!,general
840,5208,@howtocity_offic Really Awesome posts. Love it💚 Follow us back @Hostel_Traveler for travel deals.,general_travel
1944,36600,"jiminie wrote his first post on cafe with “everyone,i miss youㅎㅎ” then added  cute “missya” &amp; said sorry for late post &amp; he titled the last post “ah and.. i love you...ㅎㅎ”
귀엽다귀엽다 짐니ㅠㅠㅠ",general
2505,44570,"for all of you liberals who love @johnkasich , i got news for you.  he’s a bigger **** than you could ever imagine @realdonaldtrump to be.  https://t.co/p5naapctym",general
320,9934,"@VodafoneUK I don't call them reolsutions as I feel guilty when I fail.. I live by the moto travel some where new every year , I would like to lose weight this year and plan on joining the gym just havent got round to it yet , and also do something 4 charity. #VeryMeRewards",travel
2101,24026,"@thegreidydragon oh, about half of the places have ghosted me at this point.  typical, really.",general
194,38461,"@FlailerOfAScot I love Glasgow, planning a trip there later in March! â˜º",travel
874,31144,Loveâ€™s makes it a priority to provide all of its employees with a great number of opportunities to become involved in and make a difference for their communities. Work for a company that prides itself on giving back. Read more: 1962 - #715 - GMT (1960) https://t.co/2Yyd5X432U,general_travel
1952,44979,"🔥adidas brussel's giveaway competition 🔥 
to enter simply follow these steps... 
1. comment with your size 
2. retweet 
3. follow us @man_savings 
entries must be in by 2.30pm on friday 1st february when a winner will be drawn.
get involved and good luck to all.  🤞",general
2512,14966,@seunghuniebae yes... doby need to leave.. it's now or never...  hope he choose to be with his hyung.. just like he voted for byounggon ~,general
2516,24256,"we will have a video from our spring break. that’s my main goal, so no worries b https://t.co/rifo1iitvd",general
231,36795,Goddamn I’m gonna have the liver of a forty-year-old by the time I’m done with this trip… #istanbul,travel
611,14309,"@ItsYaGirlBabs a road trip was in order.
The old man would be hounding him soon anyway, and he really planned on heading back to Appleton.

""Help me move and I'll pack up and stay with you in Burnside until you're burnt out of me.""

Which was like tw",general_travel
1099,34044,"I told myself I was gonna save money and travel this year and itâ€™s only the 5th day, well I guess 6th day now, and Iâ€™m already ready to cancel that and spend money on tattoos instead. ðŸ˜…ðŸ˜‚",general_travel
2299,27803,"to avoid the thicket of conflicts of interest the @realdonaldtrump administration has become, and to ensure that americans can trust in their government, we ought to require high-level appointees to disclose their financial and fundraising relationships. https://t.co/vojgc0f2vy",general
1762,15696,"@safcfans outcome in final irrelevant. just want to get there for the day out. that said, feel like bristol rovers will do us 1-1.",general
894,4399,Travel tip: Do a lot of walking in 2019. You'll discover more and be more healthy! https://t.co/cDkdtTYO2m #traveltips #NewEngland https://t.co/PRDmEmoTxY,general_travel
1124,2933,@jamesyorkston Not to worry thanks though - I’ll travel! 🛴,general_travel
361,43119,Love going on holiday but a day of travelling doesn’t have clean you out 😴😴😴😴,travel
832,5554,@pjb2go @GaryNTrader I do agree with that..... and I have enjoyed the fishing trip update so maybe I should pipe down and continue to observe from the flanks - cheers all for some perspective,general_travel
1923,30341,@thelbby yeah it’s pretty difficult tbh i struggled a lot at the start but i’m actually decent now,general
2065,44077,i drink way too much water at these conferences. i have to go pee like 80% of the time. not #grinning rn,general
62,18437,I think this year for my birthday I’ll take a solo trip somewhere. Preferably out of the country.,travel
811,914,"yall found out several times drake is a pedo but did you cancel him? no. are you waiting for a ""surviving drake"" doc? is it cuz older black women dont listen to drake so the pedophilia is ok? yall love time travelling but cant get your own generation together fake caring asses",general_travel
2280,27031,"*gets killed in a game of black ops 2*

12 year oid kid: https://t.co/dk7czoyn6a",general
1165,25443,@YungRaZa98 @igglez73 @j_addis85 @TheHerd @ColinCowherd And yet wins less with a more established defense and @DeAndreHopkins. Watson is great but saying you should walk away from an average of 11 wins per season is ridiculous. Pay Dak 18-22 million a year and remain relevant for 10 years which I believe will net at least one SB trip.,general_travel
336,2813,"â€œI love airports,â€ I say as my anxiety skyrockets. â€œInternational travel is great.â€",travel
1081,17412,@AnEternalEnigma I love the gritty mechanics soap that some places have. Hope you have a safe trip back,general_travel
845,21956,My constant JHB trips have their way with me if I have greasy food before.... I travel hungry to avoid such https://t.co/NBIVt7FWIw,general_travel
1137,2330,Is fear of flying irrational? You'll' be surprised what PsychologyToday says travel https://t.co/eBDHkk0NAj https://t.co/nMujDZLkDw,general_travel
2456,23635,"patience is both a virtue &amp; precious, fleeting #nba commodity. @sacramentokings #marvinbagley needs more to realize his immense potential writes @spinella14 - https://t.co/01ecfsyyf3 - support adam directly w/ your subscription and enjoy all our writers' great stories.",general
967,37995,@court__4 @LaundoRen @NajeeSaysWynn @Azixz ALL cultures suffer from colorism...however Europeans fetishize it and want to become darker through tanning. But if you travel the world there’s a black community of every people that are typically cast out. T,general_travel
2331,38985,"if there is martial law, what will be the rules of engagement?
when will it be said the young soldiers are allowed to shoot to kill?
has anybody in government thought about this?
will there be a public debate?

what the hell does our government think it is doing?",general
2323,25531,@claireh30486961 @nickboles @vanessafrank3 @yvettecoopermp good for you claire.,general
1792,43592,"@seanspicer @secretsbedard @dcexaminer @realdonaldtrump hey sean, remember when your boss toilet tweeted, “covfefe” and you had to go out to your podium and lie to the american public on his behalf that it actually meant something sane and logical to people who knew what it meant?",general
848,20316,"@AlchemyAntique @bertie_lakeland Too right... Water and Jack Russells, particularly this Jack Russell, don't mix... You want a trip to the trauma unit just try putting ME in a bath, I'll have your hands off!",general_travel
988,18321,"Loving ACTF, so many great memories already â¤ thank you to everyone for making this trip special, I'll never forget these memories â¤",general_travel
1913,25980,"@drksttimelinef @beginnertv when i build mine, i had all my stuff but the motherboard. took em 3 weeks. seems to be normal. 5 days is nothin :d",general
1171,19092,"Hahahahahaha you can’t make this up. The same hotel has had a powercut and I’m now being evacuated, the trip advisor for this hotel is going to be shot to pieces when I’m finished with it https://t.co/3hfcHJUJUq",general_travel
375,376,Remind me to pay for early check-in for tomorrow. My new travel plans will get me there an hour quicker and 2 hours earlier. 😅,travel
995,28631,"Ever wondered what it's like to trek to see the Mountain Gorillas? Nicola had a trip of a lifetime last year to Uganda and Rwanda. 
https://t.co/SXwdNw1IV2
#travelblog #worldlygirlies https://t.co/SXwdNw1IV2",general_travel
1087,5089,"@jiminandme Hi, I have 2 CAT RED 2 tickets, I'm selling for the standard price of $272 SGD per ticket. But I'd prefer to get the payment in advance because I'll be travelling to SG. DM me if you've any questions! 💜",general_travel
912,13058,"Among all the greatest traveling books, most of them seem to be dominated by men. Below are the best travel books written by women, besides the obviously famous Eat, Pray, Love. https://t.co/MNF6GNLigS",general_travel
1818,31936,i hate the whole period of time that dan and blair are together 🤮🤮🤮 acc horrid,general
148,1304,@MathBlackSL Travel is stressful. Planes suck. Airports suck. BUT- I will be meeting some people for sure.,travel
2076,36967,"@b8stard i remember hearing about chernobyl, but had no idea what it was at the time",general
785,1117,"February can be the best month to take a once in a lifetime trip. Which Travel Experiences will you add to your #bucketlist?

https://t.co/XR2azWaQVi #travel #trlt #travelpics @mywanderlist https://t.co/GPf2HnKm8o",general_travel
2472,34064,"@deycallme_china i get told that all the time from some of my black friends, it’s all good, just another stigma we gotta break in our community. we will see though, i’m still gonna be living my best life🙏🏽😂",general
873,38513,"If you commute in a big city like London, you would know how public transport is during peak hours. We designed En Route to save you both time &amp; save any inconvenience. Find out more: https://t.co/8wO7tU4Ugq 
-
#Commute #Travel #Commuter #London https://t.co/dGlJnbmdot",general_travel
129,6392,@FactsOfSchool I won't buy anything I'll use it to travel,travel
2143,44775,my baby did her thing yesterday in the kitchen 😩😩😊never had anyone cook for me before. i’m blessed 👏🏽👸🏽,general
2274,37537,new anthony davis jersey just came in the mail! so excited!!! https://t.co/5bjh7hordr,general
749,16018,"@mrbowlerhat @LaticsOfficial @NFFC Good stuff. Despite losing to WBA in the cup, it was a good away trip to The Hawthorns on Saturday. With a bit of luck, Wigan could have pinched a draw. https://t.co/HFjZZX7Pcs",general_travel
413,32918,"Never be stingy to yourself.

Travel
Eat good food
Dress nice
Just live , coz one day you will leave all of them behind.",travel
38,4264,5 more days before my free (company-paid) trip to Vegas. Crazy that it’ll be my first time in Sin City.,travel
434,23004,@AyexBri @JasonMooreENT Ahhh. Ok. Thanks. I have to leave on a trip and thought I could download for a long flight,travel
2425,8072,"yunhyeong: everyone are you watching sky castle? there are only final eps left. don't let your guard down, we don't know what plot twists there are. 

why is he talking like a spokesperson for sky castle he's so extra ansjsjs 😂😂😂😂😂 https://t.co/idwamgshkr",general
718,22243,"Parents- “Coach I want my kid to be ready for high school”
Me: He has been on 7 travel teams and he is only 12. He will be ready alright.Ready to transfer when things aren’t his way. Great training! If he/she can’t make it a few months in travel, they can’t make it 4yrs in HS.",general_travel
1831,17387,niggas not yo homie they come around just to know the jwetts 😴,general
1763,14871,this the best way to be ‼️ https://t.co/iltgnmunnq,general
2368,16094,"houston's 5in anti-aircraft guns in action during anti-aircraft battle practice off chefoo, china, circa 1932-1933 https://t.co/lxnkrmpqmh",general
815,5342,@AnneAnne1973 Lol who doesnâ€™t love to travel ... but sometimes we canâ€™t always do what we love when we have other commitments like school ðŸ˜‰,general_travel
759,34418,@mortgagecarl @MickRathbone He was an apprentice for a couple of years only but it meant him ,general_travel
2017,44035,@elosooro @kyrandarcy @luckylefty_94 @nimrodscamp @angelga44510926 @reallifekaz separated by a year or 2. dlo is better rn . no ceiling talk,general
87,18301,"Matchday..........I’m not going, NYC trip tomorrow morning with work so thanks to the kick off time and and that the wonderful blue chariot could only get me back at 4am I’ll be watching the massacre from home.",travel
1902,1988,@mrfruityt welcome @mrfruityt to the bay area,general
1036,14433,https://t.co/sNiW8oBjdw Flash Boss Teases What We'll Learn from Young Nora in Time-Travel Episode #TVGuide #EvanTheShow https://t.co/0be5y91pGS,general_travel
2409,25068,@shanselman @daskeyboard that's kind of cool.  i wonder if i can hack something similar into the qmk open-source firmware on my home-build. https://t.co/fwvhzpbpca,general
1052,40312,"Iâ€™m giving myself 2 more years to have kids, before I get my tubes tied and make drunk travel bucket list goals.",general_travel
