,index,text,label,tokens
590,10751,How old will flynn be before you take him on his first trip to Disney love so much,travel,"['how', 'old', 'will', 'flynn', 'have', 'to', 'be', 'before', 'you', 'take', 'him', 'on', 'his', 'first', 'trip', 'to', 'disney', 'love', 'ya', 'so', 'much']"
368,2044,It happens on my birthday so I'll see it when I come back from my trip,travel,"['this', 'happens', 'on', 'my', 'birthday', 'so', 'll', 'see', 'it', 'when', 'get', 'back', 'from', 'my', 'trip']"
72,1658,Longing for a destination trip but my bank account is as handsome,travel,"['craving', 'target', 'trip', 'but', 'my', 'bank', 'account', 'is', 'like', 'nah']"
335,14393,I have always been saying when going to get hard and hard to travel So when my world was loosened due to infidelity in my working life combined with cancer that was not a long term cure I decided to take a road trip What is on your bucket list - Cancer,travel,"['ve', 'always', 'had', 'saying', 'when', 'the', 'going', 'gets', 'tough', 'the', 'tough', 'go', 'traveling', 'so', 'when', 'my', 'world', 'unwound', 'due', 'to', 'betrayal', 'in', 'my', 'work', 'life', 'combined', 'with', 'cancer', 'that', 'had', 'no', 'long', 'term', 'cure', 'decided', 'to', 'take', 'road', 'trip', 'what', 'on', 'your', 'bucket', 'list', 'cancerroadtrip']"
124,36256,,travel,"['in', 'few', 'hrs', 'll', 'in', 'mumbai', 'traveling', 'from', 'lucknow', 'to', 'mumbai', 'my', 'reason', 'to', 'share', 'this', 'post', 'is', 'lost', 'my', 'part', 'of', 'heart', 'maa', 'she', 'was', 'here', 'for', 'vacation', 'her', 'birth', 'place', 'travelling', 'with', 'my', 'whole', 'relative', 'bombay', 'people', 'awaiting', 'ourgreatloss', 'prayers', 'jannah', 'aameen']"
133,41235,,travel,"['so', 'excited', 'for', 'this', 'trip', 'have', 'planned', 'and', 'the', 'best', 'part', 'is', 'get', 'to', 'travel', 'alone']"
232,36647,,travel,"['we', 're', 'travelling', 'up', 'to', 'scotland', 'lot', 'of', 'money', 'if', 'the', 'team', 'isn', 'going', 'to', 'play', 'well', 'we', 'will', 'see']"
410,28257,,travel,"['is', 'time', 'traveling', 'too', 'like', 'her', 'road', 'trip', 'is', 'goddamn', 'fast']"
569,33626,,travel,"['like', 'to', 'develop', 'hobbies', 'other', 'than', 'code', 'this', 'year', 'maybe', 'read', 'books', 'travel', 'visit', 'new', 'places', 'and', 'being', 'fit', 'miss', 'this']"
583,16862,,travel,"['discover', 'true', 'maldivian', 'culture', 'cuisine', 'amp', 'hospitality', 'with', 'travel', 'connection', 'maldives', 'the', 'love', 'for', 'our', 'isles', 'is', 'beyond', 'and', 'awaits', 'you', 'to', 'make', 'it', 'part', 'of', 'your', 'travel', 'diary', 'maldiveslover', 'exploremaldives', 'maldivesadventure', 'maldivestourism', 'travelmaldives']"
103,42566,,travel,"['you', 're', 'good', 'to', 'go', 'since', 'we', 'don', 'fly', 'out', 'of', 'terminal', 'have', 'great', 'trip']"
204,25927,,travel,"['my', 'current', 'is', 'dreaming', 'to', 'go', 'to', 'sunny', 'place', 'where', 'can', 'surf', 'and', 'have', 'drinks', 'all', 'day', 'travel', 'holidays', 'sunny', 'surf']"
320,9934,,travel,"['don', 'call', 'them', 'reolsutions', 'as', 'feel', 'guilty', 'when', 'fail', 'live', 'by', 'the', 'moto', 'travel', 'some', 'where', 'new', 'every', 'year', 'would', 'like', 'to', 'lose', 'weight', 'this', 'year', 'and', 'plan', 'on', 'joining', 'the', 'gym', 'just', 'havent', 'got', 'round', 'to', 'it', 'yet', 'and', 'also', 'do', 'something', 'charity', 'verymerewards']"
242,25310,,travel,"['we', 'll', 'be', 'tuning', 'up', 'for', 'our', 'trip', 'to', 'key', 'west', 'fl', 'with', 'full', 'band', 'throw', 'down', 'at', 'the', 'venue', 'shrine', 'gonna', 'be', 'gas', 'gas', 'gas']"
55,38368,,travel,"['will', 'always', 'be', 'grateful', 'to', 'my', 'parents', 'for', 'taking', 'us', 'to', 'great', 'new', 'places']"
501,37985,,travel,"['yay', 'll', 'message', 'ya', 'to', 'keep', 'ya', 'posted', 'as', 'travel', 'date', 'draws', 'near', 'socialroadtrip']"
279,2780,,travel,"['want', 'to', 'travel', 'to', 'cities', 'with', 'the', 'richest', 'history', 'and', 'culture', 'and', 'have', 'breakfast', 'in', 'cute', 'caf', 'and', 'buy', 'gifts', 'for', 'everyone']"
457,8327,,travel,"['would', 'love', 'to', 'travel', 'to', 'thailand']"
357,34612,,travel,"['one', 'question', 'shane', 'going', 'on', 'field', 'trip', 'to', 'washington', 'dc', 'in', 'october', 'this', 'year', 'will', 'the', 'new', 'series', 'scare', 'me', 'into', 'not', 'going']"
428,7389,,travel,"['im', 'going', 'somewhere', 'idk', 'where', 'but', 'nobody', 'else', 'is', 'coming', 'no', 'one', 'but', 'me', 'would', 'believe', 'in', 'the', 'places', 'can', 'travel', 'to', 'they', 'won', 'find', 'me', 'where', 'go', 'to', 'me', 'that', 'finally', 'being', 'alone']"
493,14794,,travel,"['fine', 'with', 'spending', 'time', 'in', 'my', 'small', 'hometown', 'cause', 'when', 'blow', 'up', 'and', 'travel', 'lot', 'it', 'gonna', 'be', 'the', 'one', 'thing', 'miss']"
222,34242,,travel,"['am', 'so', 'happy', 'to', 'be', 'able', 'going', 'back', 'to', 'korea', 'after', 'short', 'trip', 'to', 'japan', 'and', 'sure', 'onces', 'have', 'been', 'waiting', 'me', 'in', 'icn', 'airport', 'count', 'on', 'mi']"
46,4493,,travel,"['have', 'safe', 'trip', 'honey', 'hmmm', 'surely', 'miss', 'you', 'love', 'you', 'so', 'much']"
44,854,,travel,"['nothing', 'like', 'getting', 'outside', 'to', 'see', 'the', 'wildlife', 'right', 'in', 'their', 'natural', 'habitat', 'wildlifephotography', 'getoutside', 'homeschooltravel', 'educationaltravel']"
325,35656,,travel,"['this', 'is', 'like', 'experiment', 'of', 'torture', 'or', 'something', 'they', 'have', 'so', 'many', 'resources', 'travel', 'almost', 'all', 'japan', 'this', 'summer', 'and', 'they', 'were', 'stalking', 'everywhere', 'and', 'harassing', 'me', 'blackmail', 'me', 'every', 'hotel', 'helped', 'them', 'crimesagainsthumanity', 'japan']"
298,5304,,travel,"['without', 'indian', 'oil', 'my', 'trip', 'from', 'bangalore', 'to', 'himachal', 'wouldn', 'have', 'been', 'possible', 'was', 'about', 'to', 'quit', 'in', 'the', 'middle', 'but', 'found', 'this', 'gem', 'of', 'an', 'bunk', 'in', 'ladakh', 'which', 'fuelled', 'not', 'just', 'my', 'bike', 'but', 'my', 'dreams', 'iloveindianoil']"
195,11430,,travel,"['tomorrow', 'we', 'are', 'on', 'the', 'road', 'as', 'we', 'make', 'the', 'short', 'trip', 'to', 'pm', 'ko', 'the', 'boys', 'will', 'be', 'looking', 'to', 'register', 'vital', 'points', 'so', 'get', 'yourselves', 'along', 'and', 'get', 'behind', 'them', 'once', 'again', 'prfcfamily', 'inittogether']"
587,21688,,travel,"['can', 'wait', 'for', 'this', 'road', 'trip', 'sure', 'it', 'gonna', 'be', 'fun', 'jamming', 'to', 'bts', 'while', 'pretending', 'that', 'we', 'never', 'saw', 'this', 'horrible', 'horrible', 'video']"
530,21127,,travel,"['getting', 'me', 'too', 'excited', 'got', 'trip', 'planned', 'there', 'this', 'spring', 'imma', 'have', 'to', 'hear', 'the', 'scoop', 'when', 'you', 'get', 'back']"
485,3474,,travel,"['is', 'anyone', 'gonna', 'link', 'with', 'me', 'in', 'new', 'york', 'when', 'go', 'wanna', 'go', 'look', 'at', 'shit', 'drunk', 'mane', 'it', 'time', 'this', 'whole', 'year', 'doing', 'trip', 'every', 'quarter']"
266,36816,,travel,"['don', 'blame', 'you', 'would', 've', 'too', 'trying', 'to', 'make', 'it', 'at', 'least', 'month', 'might', 'see', 'if', 'can', 'make', 'it', 'until', 'my', 'vegas', 'trip', 'at', 'the', 'end', 'of', 'february', 'would', 'love', 'to', 'get', 'back', 'to', 'the', 'point', 'of', 'only', 'doing', 'it', 'on', 'special', 'occasions']"
1,27211,,travel,"['nah', 'll', 'just', 'take', 'free', 'trip', 'to', 'new', 'york', 'hahaha']"
116,36369,,travel,"['hehe', 'ok', 'if', 'they', 'don', 'announce', 'an', 'la', 'date', 'soon', 'gonna', 'have', 'to', 'make', 'it', 'an', 'sb', 'trip']"
484,10704,,travel,"['lol', 'at', 'my', 'husband', 'turning', 'on', 'and', 'jamming', 'with', 'me', 'on', 'our', 'road', 'trip', 'this', 'love', 'is', 'good']"
356,32263,,travel,"['gonna', 'save', 'up', 'money', 'just', 'to', 'make', 'day', 'trip', 'to', 'wild', 'west', 'gallery']"
15,9066,,travel,"['the', 'little', 'ones', 'be', 'like', 'when', 'do', 'we', 'get', 'to', 'slide', 'down', 'the', 'hill', 'daddy', 'guess', 'we', 'll', 'have', 'to', 'travel', 'to', 'the', 'mountains', 'this', 'year']"
272,36080,,travel,"['will', 'travel', 'to', 'wherever', 'to', 'tell', 'stories', 'because', 'that', 'what', 'like', 'doing', 'is', 'thing', 'said', 'in', 'the', 'midst', 'of', 'this', 'interview', 'transcript', 'and', 'it', 'is', 'the', 'truest', 'thing']"
277,5243,,travel,"['back', 'in', 'korea', 'almost', 'felt', 'like', 'dream', 'but', 'now', 'im', 'ready', 'to', 'show', 'you', 'the', 'inspirations', 'have', 'felt', 'along', 'this', 'trip']"
549,40433,,travel,"['havent', 'told', 'anyone', 'outside', 'my', 'coworkers', 'and', 'parents', 'im', 'going', 'on', 'trip', 'besides', 'twitter', 'where', 'no', 'one', 'knows', 'me', 'so', 'im', 'just', 'waiting', 'to', 'drop', 'picture', 'at', 'the', 'airport', 'like', 'im', 'out', 'bitches']"
574,19645,,travel,"['planning', 'to', 'be', 'in', 'breckenridge', 'feb', 'mar', 'and', 'want', 'to', 'do', 'some', 'non', 'skiing', 'activities', 'wildlife', 'nature', 'photography', 'is', 'my', 'primary', 'goal', 'and', 'would', 'also', 'like', 'day', 'trip', 'ideas', 'll', 'have', 'car', 'snowmobiling', 'hiking', 'snowshoeing', 'ziplines', 'and', 'other', 'fun', 'stuff']"
100,17457,,travel,"['hey', 'damian', 'pretty', 'chill', 'tall', 'love', 'food', 'don', 'smile', 'lot', 'love', 'to', 'travel', 'single', 'teen', 'about', 'to', 'be', 'teen', 'need', 'friends', 'work', 'out', 'love', 'hoodies', 'love', 'music', 'hmu', 'rt', 'for', 'tbh', 'like', 'for', 'rate']"
425,31200,,travel,"['feel', 'like', 'always', 'fail', 'you', 'because', 'literally', 'like', 'close', 'to', 'meeting', 'you', 'then', 'something', 'always', 'gets', 'in', 'the', 'way', 'my', 'trip', 'with', 'my', 'fam', 'to', 'la', 'on', 'the', 'st', 'was', 'cancelled', 'but', 'they', 'said', 'we', 'were', 'gonna', 'reschedule', 'for', 'maybe', 'april', 'or', 'may', 'actually', 'crying', 'rn']"
545,8190,,travel,"['travelling', 'from', 'spain', 'to', 'paris', 'to', 'see', 'you', 'this', 'summer', 'gonna', 'be', 'amazing', 'cant', 'wait']"
451,31598,,travel,"['we', 'plan', 'to', 'migrate', 'to', 'australia', 'and', 'we', 'at', 'the', 'moment', 'work', 'on', 'the', 'visa', 'but', 'will', 'travel', 'to', 'brisbane', 'rd', 'th', 'february', 'and', 'also', 'minor', 'trip', 'to', 'melbourne', 'during', 'that', 'time', 'we', 'have', 'already', 'been', 'in', 'au', 'to', 'check', 'up', 'the', 'practical', 'things', 'such', 'as', 'an', 'apartment']"
355,36228,,travel,"['yes', 'll', 'be', 'there', 'for', 'most', 'of', 'my', 'trip']"
111,16669,,travel,"['why', 'fell', 'in', 'love', 'with', 'bermuda', 'travel', 'ttot']"
120,29283,,travel,"['nothing', 'like', 'warming', 'up', 'from', 'the', 'cold', 'with', 'an', 'aperolspritz', 'after', 'fantastic', 'day', 'touring', 'florence', 'travel', 'travelblogger', 'travelphotography', 'travelgram', 'travelholic', 'italy']"
360,291,,travel,"['gonna', 'make', 'our', 'trip', 'to', 'stoke', 'bit', 'more', 'interesting', 'anyway', 'get', 'some', 'good', 'music', 'for', 'the', 'car']"
155,37569,,travel,"['don', 'be', 'fooled', 'by', 'its', 'young', 'and', 'modern', 'look', 'saigon', 'is', 'actually', 'really', 'rich', 'with', 'history', 'and', 'culture', 'get', 'off', 'the', 'beaten', 'track', 'and', 'look', 'closer', 'you', 'll', 'be', 'amazed', 'that', 'why', 'saigon', 'has', 'welcomed', 'millions', 'foreign', 'guests', 'this', 'year', 'out', 'of', 'millions']"
224,26497,,travel,"['we', 'will', 'be', 'making', 'trip', 'to', 'migrant', 'shelter', 'next', 'weekend', 'if', 'you', 'would', 'like', 'to', 'donate', 'warm', 'men', 'clothing', 'or', 'similar', 'supplies', 'and', 'live', 'in', 'la', 'please', 'dm', 'us']"
507,36174,,travel,"['thank', 'you', 'for', 'sharing', 'this', 'always', 'avoid', 'tubes', 'when', 'in', 'france', 'as', 'find', 'it', 'scary', 'can', 'use', 'the', 'audible', 'crossings', 'as', 'im', 'more', 'deaf', 'than', 'visually', 'impaired', 'think', 'im', 'one', 'to', 'avoid', 'places', 'like', 'france', 'if', 'am', 'on', 'my', 'own', 'one', 'of', 'the', 'reasons']"
52,42751,,travel,"['if', 'you', 'think', 'going', 'to', 'travel', 'all', 'the', 'way', 'to', 'reading', 'just', 'to', 're', 'watch', 'shawshank', 'redemption', 'then', 'you', 'are', 'absolutely', 'right']"
202,29294,,travel,"['amy', 'you', 'll', 'have', 'to', 'meet', 'michael', 'in', 'person', 'online', 'doesn', 'do', 'his', 'enthusiasm', 'or', 'passion', 'any', 'justice', 'road', 'trip', 'to', 'illinois', 'next', 'shiftthis']"
64,31854,,travel,"['please', 'comment', 'to', 'help', 'boost', 'my', 'post', 'much', 'love', 'couple', 'new', 'edits', 'from', 'my', 'trip', 'to', 'la', 'from', 'september', 'im', 'looking', 'to', 'travel', 'more', 'in', 'if', 'you', 'live']"
353,16416,,travel,"['got', 'brady', 'jersey', 'll', 'walk', 'over', 'some', 'cash', 'not', 'taking', 'that', 'trip']"
159,28826,,travel,"['love', 'to', 'travel', 'alone', 'more', 'and', 'more', 'it', 'feels', 'like', 'my', 'only', 'option', 'for', 'places', 'to', 'se', 'ahem', 'vegas', 'but', 'no', 'one', 'else', 'except', 'me', 'thinks', 'this', 'is', 'good', 'idea']"
295,31449,,travel,"['like', 'maybe', 'take', 'trip', 'to', 'nc', 'idk', 'just', 'thought']"
214,17030,,travel,"['that', 'fantastic', 'news', 'looks', 'like', 'you', 'll', 'be', 'about', 'hours', 'away', 'but', 'that', 'an', 'easy', 'weekend', 'trip']"
460,14886,,travel,"['love', 'an', 'exciting', 'roadtrip', 'but', 'they', 're', 'rough', 'on', 'nutrition', 'and', 'healthyeating', 'strategies']"
239,7192,,travel,"['we', 'will', 'love', 'how', 'colorful', 'mexico', 'is', 'we', 've', 'got', 'the', 'perfect', 'roadtrip', 'idea', 'for', 'you', 'exploring', 'the', 'yucatan', 'street', 'art', 'to', 'ruins', 'to', 'vintage', 'vw', 'bugs', 'there', 'is', 'so', 'much', 'to', 'see', 'check', 'out', 'our', 'local', 'guide', 'familytravel', 'visitmexico', 'roadtrip']"
245,38045,,travel,"['can', 'wait', 'for', 'my', 'next', 'trip', 'to', 'commerce', 'it', 'going', 'to', 'be', 'epic']"
262,43390,,travel,"['ll', 'let', 'you', 'know', 'really', 'want', 'go', 'to', 'back', 'to', 'switzerland', 'rent', 'car', 'and', 'do', 'road', 'trip']"
419,29263,,travel,"['where', 'would', 'like', 'to', 'travel', 'japan', 'south', 'korea', 'europe', 'amp', 'the', 'philippines', 'do', 'have', 'trust', 'issues', 'kind', 'of', 'favorite', 'part', 'of', 'my', 'daily', 'routine', 'talking', 'about', 'how', 'much', 'love', 'hyunjin']"
573,19499,,travel,"['visit', 'northern', 'burgundy', 'on', 'european', 'waterways', 'luxury', 'hotel', 'barge', 'cruise', 'read', 'my', 'post', 'to', 'see', 'all', 'the', 'deliciousness', 'you', 'll', 'enjoy', 'traveling', 'with']"
525,8482,,travel,"['good', 'news', 'lovers', 'another', 'seoul', 'trip', 'it', 'is', 'can', 'manage', 'to', 'get', 'your', 'desired', 'items', 'in', 'afraid', 'not', 'll', 'be', 'your', 'personal', 'shopper', 'will', 'fly', 'to', 'seoul', 'rd', 'th', 'january', 'to', 'personally', 'buy', 'your', 'orders', 'koreapurchasingservice', 'kpop', 'kpopalbum']"
172,19607,,travel,"['agree', 'have', 'to', 'travel', 'in', 'about', 'days', 'and', 'have', 'never', 'been', 'more', 'anxious', 'to', 'get', 'on', 'plane']"
148,1304,,travel,"['travel', 'is', 'stressful', 'planes', 'suck', 'airports', 'suck', 'but', 'will', 'be', 'meeting', 'some', 'people', 'for', 'sure']"
370,13221,,travel,"['gonna', 'be', 'vegan', 'now', 'that', 'my', 'sister', 'back', 'from', 'her', 'school', 'france', 'trip']"
168,40391,,travel,"['will', 'someone', 'pls', 'come', 'travelling', 'with', 'me', 'in', 'summer', 'cos', 'can', 'be', 'trusted', 'to', 'go', 'alone', 'thank']"
395,41165,,travel,"['always', 'miss', 'my', 'friends', 'and', 'love', 'to', 'travel', 'so', 'always', 'feel', 'the', 'impulse', 'to', 'plan', 'trips', 'and', 'see', 'people', 'but', 'maybe', 'should', 'just', 'start', 'skyping', 'with', 'people', 'more']"
311,24557,,travel,"['awwww', 'love', 'trip', 'down', 'memory', 'lane', 'from', 'all', 'my', 'years', 'in', 'ireland', 'the', 'youngest', 'of', 'so', 'there', 'are', 'loads', 'of', 'pics', 'spanning', 'about', 'years', 'of', 'us', 'all', 'under', 'in', 'different', 'places', 'xxx']"
39,9507,,travel,"['the', 'goodland', 'is', 'one', 'of', 'my', 'favorite', 'places', 'in', 'goleta', 'love', 'it', 'when', 'the', 'los', 'angeles', 'publications', 'share', 'my', 'columns', 'on', 'keys', 'the', 'coast', 'hotspots', 'goodland', 'goleta', 'keys', 'thecoast']"
189,15596,,travel,"['re', 'the', 'family', 'heading', 'out', 'to', 'travel', 'with', 'their', 'family', 'for', 'year', 'like', 'we', 'moved', 'to', 'korea', 'for', 'year', 'after', 'university', 'and', 'then', 'spent', 'six', 'months', 'backpacking', 'we', 'loved', 'it', 'and', 'we', 'love', 'traveling', 'with', 'our', 'kids', 'now', 'what', 'these', 'people', 'are', 'doing', 'nope']"
576,28250,,travel,"['dear', 'chicago', 'friends', 'will', 'be', 'very', 'happy', 'to', 'meet', 'you', 'at', 'chicago', 'travel', 'adventures', 'show', 'on', 'january', 'donald', 'stephens', 'convention', 'center', 'booth']"
332,35120,,travel,"['can', 'wait', 'to', 'travel', 'this', 'year', 'and', 'just', 'have', 'more', 'free', 'time', 'and', 'work', 'on', 'my', 'projects', 'travel', 'fresh', 'vacay', 'stressrelief', 'newyear', 'project', 'hobbies', 'kendama', 'photography', 'twitch', 'gamer', 'filiming']"
23,18763,,travel,"['was', 'in', 'sydney', 'two', 'days', 'ago', 'right', 'now', 'in', 'melbourne', 'we', 're', 'heading', 'to', 'great', 'ocean', 'drive', 'and', 'then', 'flying', 'to', 'brisbane', 'where', 'gonna', 'stay', 'the', 'rest', 'of', 'my', 'trip', 'but', 'the', 'weathers', 'been', 'really', 'pleasant', 'everywhere', 've', 'gone', 'it', 'doesn', 'get', 'as', 'hot', 'as', 'florida']"
83,5260,,travel,"['standing', 'at', 'st', 'pancras', 'about', 'to', 'go', 'on', 'my', 'last', 'eu', 'member', 'trip', 'what', 'have', 'we', 'done', 'very', 'sad']"
91,41427,,travel,"['hey', 'aki', 'my', 'grandma', 'and', 'are', 'planning', 'trip', 'to', 'japan', 'after', 'graduate', 'from', 'university', 'it', 'will', 'be', 'our', 'first', 'time', 'so', 'do', 'you', 'have', 'any', 'recommendations', 'and', 'or', 'tips', 'for', 'us', 'also', 'besides', 'osens', 'what', 'are', 'some', 'good', 'activities', 'she', 'can', 'do', 'she', 'only']"
24,42577,,travel,"['happy', 'birthday', 'to', 'the', 'love', 'and', 'light', 'of', 'my', 'life', 'you', 've', 'made', 'these', 'past', 'two', 'years', 'the', 'best', 'possible', 'can', 'wait', 'to', 'travel']"
445,13851,,travel,"['ahhh', 'namjoon', 'please', 'bring', 'me', 'along', 'love', 'your', 'travel', 'photos']"
141,40441,,travel,"['what', 'great', 'event', 'haven', 'laughed', 'like', 'that', 'in', 'quiet', 'some', 'time', 'thanks', 'for', 'making', 'the', 'trip', 'to', 'evansville']"
138,13796,,travel,"['have', 'only', 'been', 'on', 'one', 'very', 'short', 'weekend', 'cruise', 'and', 'thinking', 'll', 'take', 'plane']"
129,6392,,travel,"['won', 'buy', 'anything', 'll', 'use', 'it', 'to', 'travel']"
366,20565,,travel,"['bottom', 'of', 'the', 'story', 'am', 'happy', 'he', 'is', 'happy', 'we', 'are', 'happy', 'and', 'we', 'are', 'figuring', 'life', 'out', 'together', 'and', 'separately', 'like', 'to', 'be', 'out', 'of', 'school', 'and', 'travel', 'little', 'more', 'before', 'settle']"
101,13536,,travel,"['it', 'gonna', 'be', 'fun', 'year', 'to', 'cheer', 'on', 'on', 'the', 'road', 'huskers', 'football', 'travel', 'denver', 'washingtondc', 'gbr']"
456,41902,,travel,"['locations', 'on', 'my', 'travel', 'bucket', 'list', 'that', 'must', 'complete', 'within', 'the', 'next', 'years', 'that', 'means', 'must', 'go', 'to', 'at', 'least', 'places', 'year', 'sounds', 'like', 'plan']"
81,4339,,travel,"['hi', 'jessica', 'the', 'trip', 'was', 'great', 'we', 'got', 'skunked', 'the', 'last', 'time', 'we', 'fished', 'with', 'guide', 'and', 'this', 'time', 'looked', 'about', 'the', 'same', 'we', 'were', 'getting', 'quite', 'discouraged', 'actually', 'said', 'that', 'don', 'think', 'will', 'ever', 'fish', 'this']"
580,41959,,travel,"['ive', 'always', 'wanted', 'to', 'take', 'big', 'excitijg', 'trip', 'on', 'my', 'own', 'and', 'more', 'than', 'anything', 'im', 'excited', 'to', 'do', 'it', 'in', 'place', 'that', 've', 'grown', 'so', 'interested', 'in', 'and', 'so', 'appreciative', 'of', 'im', 'gonna', 'go', 'see', 'so', 'many', 'beautiful', 'palaces', 'and', 'just', 'absorb', 'really', 'exciting', 'experiences', 'sigh']"
503,32335,,travel,"['looks', 'like', 'll', 'be', 'making', 'trip', 'to', 'fl', 'soon']"
177,24333,,travel,"['have', 'plane', 'ticket', 'and', 'place', 'to', 'stay', 'looks', 'like', 'you', 'll', 'be', 'getting', 'some', 'new', 'travel', 'comics', 'this', 'year']"
4,25485,,travel,"['would', 'like', 'bay', 'area', 'trip', 'ira', 'lee', 'and', 'maui', 'justin', 'coleman', 'for', 'the', 'rest', 'of', 'the', 'season', 'please']"
211,25800,,travel,"['just', 'checked', 'the', 'tics', 'tadi', 'tinggal', 'vvip', 'seat', 'je', 'for', 'almost', 'rm', 'need', 'to', 'save', 'up', 'for', 'love', 'land', 'trip', 'too']"
474,10292,,travel,"['at', 'the', 'bottom', 'of', 'the', 'world', 'in', 'new', 'zealand', 'love', 'it', 'here', 'even', 'though', 'we', 'have', 'bad', 'things', 'happen', 'it', 'still', 'seems', 'as', 'if', 'we', 're', 'far', 'enough', 'to', 'be', 'untouchable', 'absolutely', 'beautiful', 'place', 'to', 'travel', 'also', 'has', 'something', 'for', 'everyone']"
156,34232,,travel,"['bit', 'like', 'southsea', 'then', 'safe', 'trip', 'back', 'hope', 'to', 'see', 'you', 'both', 'soon']"
104,39413,,travel,"['have', 'jan', 'off', 'amp', 'thinking', 'of', 'finally', 'taking', 'day', 'trip', 'to', 'philadelphia', 'since', 've', 'been', 'meaning', 'to', 'for', 'forever', 'it', 'friday', 'buuut', 'would', 'any', 'friends', 'be', 'down', 'to', 'hang']"
463,13226,,travel,"['hi', 'everyone', 'going', 'on', 'study', 'abroad', 'mission', 'trip', 'in', 'july', 'and', 'would', 'love', 'your', 'support', 'click', 'the', 'link', 'to', 'learn', 'more', 'lovetohaiti']"
420,11702,,travel,"['just', 'realised', 'that', 'im', 'and', 'im', 'about', 'to', 'end', 'my', 'studies', 'so', 'ill', 'be', 'able', 'to', 'work', 'and', 'have', 'decent', 'job', 'and', 'travel', 'and', 'go', 'to', 'concerts', 'and', 'im', 'crying']"
533,3507,,travel,"['yeah', 'my', 'next', 'health', 'crisis', 'taking', 'trip', 'across', 'the', 'state', 'line', 'into', 'california', 'yr', 'old', 'white', 'female', 'without', 'insurance', 'do', 'you', 'think', 'they', 'll', 'give', 'me', 'free', 'healthcare']"
252,2355,,travel,"['my', 'batterys', 'bugging', 'again', 'might', 'have', 'to', 'go', 'phoneless', 'for', 'the', 'whole', 'trip']"
550,28072,,travel,"['hey', 'fam', 'how', 'do', 'we', 'feel', 'about', 'the', 'island', 'of', 'ky', 'sh', 'planning', 'trip', 'and', 'can', 'decide', 'on', 'northern', 'or', 'southern', 'japan', 'it', 'looks', 'like', 'there', 'is', 'lot', 'of', 'hiking', 'in', 'the', 'south', 'also', 'want', 'that', 'arita', 'pottery']"
536,604,,travel,"['an', 'airport', 'trip', 'like', 'no', 'other', 'small', 'splashy', 'boat', 'for', 'minutes', 'to', 'the', 'airport', 'jetty', 'on', 'an', 'adjacent', 'island', 'and', 'then', 'walk', 'up', 'the', 'path', 'to', 'the', 'tiny', 'open', 'air', 'airport', 'have', 'feeling', 'we', 'll']"
205,38764,,travel,"['love', 'travelling', 'solo', 'didn', 'do', 'it', 'last', 'year', 'and', 'really', 'felt', 'it', 'much', 'prefer', 'it']"
397,16966,,travel,"['my', 'dad', 'checking', 'out', 'of', 'san', 'diego', 'courtyard', 'today', 'love', 'his', 'so', 'we', 'stay', 'at', 'cool', 'hotels', 'when', 'travel', 'with', 'love', 'the', 'pools', 'tweentwittertakeover']"
14,17080,,travel,"['love', 'my', 'girls', 'see', 'all', 'in', 'the', 'spring', 'on', 'your', 'field', 'trip', 'to', 'cbus']"
348,35148,,travel,"['haha', 'love', 'it', 'we', 'travel', 'in', 'mix', 'of', 'big', 'and', 'small', 'airports', 'and', 'agree', 'that', 'any', 'big', 'international', 'airport', 'will', 'have', 'plenty', 'more', 'to', 'do', 'bit', 'biased', 'towards', 'canadian', 'airports', 'as', 'they', 'all', 'have', 'tim', 'hortons']"
11,10264,,travel,"['gonna', 'learn', 'as', 'many', 'languages', 'as', 'possibly', 'can', 'in', 'my', 'lifetime', 'bc', 'can', 'and', 'when', 'travel', 'll', 'always', 'be', 'able', 'to', 'communicate', 'with', 'people']"
180,5835,,travel,"['hey', 'army', 'going', 'to', 'be', 'doing', 'daily', 'updates', 'and', 'news', 'from', 'my', 'singapore', 'trip', 'and', 'concert', 'for', 'all', 'my', 'following', 'armys', 'can', 'wait', 'to', 'share', 'every', 'experience', 'with', 'you', 'and', 'hope', 'you', 'enjoy', 'it', 'it', 'starting', 'tomorrow', 'bts', 'btsinsg', 'loveyourself']"
326,5770,,travel,"['am', 'still', 'in', 'sunny', 'mexico', 'living', 'my', 'best', 'life', 'however', 'getting', 'on', 'holiday', 'can', 'be', 'nightmare', 'if', 'you', 'have', 'disability', 'from', 'poor', 'access', 'on', 'flights', 'to', 'extreme', 'insurance', 'costs', 'here', 'my', 'latest', 'column', 'pls', 'rt']"
372,31424,,travel,"['how', 'much', 'will', 'return', 'flight', 'cost', 'for', 'two', 'adults', 'from', 'johannesburg', 'to', 'hawaii']"
50,34368,,travel,"['want', 'to', 'travel', 'around', 'the', 'world', 'my', 'first', 'goal', 'is', 'to', 'have', 'road', 'trip', 'around', 'usa', 'but', 'trying', 'to', 'save', 'up', 'money', 'for', 'it', 'by', 'the', 'time', 'think', 'll', 'do', 'it']"
144,10490,,travel,"['kitchen', 'and', 'travel', 'envy', 'would', 'love', 'to', 'go', 'back', 'to', 'japan']"
431,14905,,travel,"['hi', 'was', 'wondering', 'am', 'travelling', 'to', 'liverpool', 'sunday', 'leaving', 'london', 'at', 'will', 'there', 'be', 'any', 'road', 'closures']"
